$time_passes,$gvn,$instcombine,$inline,$jump_threading,$simplifycfg,$sccp,$print_used_types,$ipsccp,$iv_users,$licm,$<Performance
1,0,1,1,1,1,0,0,0,1,0,226.75
1,1,0,0,0,1,1,0,1,0,1,233.12
1,0,0,0,1,1,1,0,1,1,1,216.87
1,0,0,0,0,0,0,1,0,1,1,216.59
1,1,0,0,1,1,1,1,1,0,1,253.47
1,1,1,0,1,1,1,1,0,0,0,244.61
1,0,0,0,0,1,1,1,1,1,0,206.35
1,1,0,0,1,1,1,0,1,1,1,234.77
1,0,0,0,0,0,1,0,0,1,1,214.37
1,1,0,1,0,1,0,1,0,0,0,242.55
1,1,1,1,1,1,1,1,0,0,0,241.69
1,1,0,0,1,0,1,1,1,1,1,239.37
1,0,0,1,0,0,0,0,0,1,0,207.75
1,1,1,0,1,0,1,1,1,0,0,241.33
1,1,0,0,1,0,0,0,0,0,1,256.22
1,0,0,1,0,0,1,1,1,1,0,210.24
1,1,0,1,1,0,1,0,0,1,0,234.25
1,0,0,0,0,1,1,1,1,0,0,204.96
1,1,1,1,1,1,1,1,1,1,0,255.87
1,0,1,0,0,1,1,0,1,1,1,234.22
1,1,1,1,0,0,1,1,0,0,0,256.45
1,0,1,1,1,0,1,1,1,0,1,246.67
1,0,1,0,0,0,1,0,1,1,0,219.28
1,1,0,0,1,0,0,1,0,1,0,225.69
1,1,0,1,1,0,1,1,0,0,0,240.62
1,0,1,1,1,0,1,0,1,0,0,227.73
1,0,0,0,1,0,1,0,1,0,0,203.56
1,1,0,0,1,0,0,0,0,0,0,232.20
1,1,1,1,1,1,1,0,1,0,1,265.42
1,0,0,1,1,1,1,0,1,1,1,263.78
1,1,0,1,1,1,1,0,1,0,1,251.33
1,0,0,1,0,1,1,1,1,1,0,212.53
1,1,0,0,0,0,0,0,0,1,0,219.15
1,1,1,0,1,0,0,0,0,1,0,238.97
1,0,0,1,1,0,1,1,1,1,0,215.74
1,1,1,0,1,1,1,0,0,0,0,246.50
1,1,0,1,1,0,1,0,1,1,0,239.60
1,1,1,0,1,0,1,1,0,0,1,251.32
1,1,1,0,1,0,1,1,1,1,1,251.79
1,0,0,1,1,0,1,1,0,0,1,259.37
1,0,0,1,1,1,1,1,1,0,1,266.39
1,1,0,0,0,1,1,0,1,1,0,225.41
1,0,0,0,0,0,1,0,1,0,1,213.27
1,0,0,1,0,0,1,1,0,1,0,211.19
1,0,0,1,0,1,1,1,0,0,1,267.17
1,1,0,1,0,0,1,0,0,0,0,239.98
1,0,0,0,0,1,1,0,0,1,0,205.36
1,1,0,0,1,1,1,1,1,1,0,230.31
1,1,0,0,0,1,0,1,0,1,0,223.21
1,1,0,0,0,1,1,0,1,1,1,237.51
1,0,1,1,1,0,1,0,1,1,0,228.26
1,1,0,0,0,1,1,1,0,0,1,235.85
1,1,0,0,0,1,0,0,0,0,0,230.74
1,0,1,0,0,0,0,0,0,0,0,219.64
1,0,1,1,0,0,1,0,1,0,1,247.47
1,1,1,1,1,1,1,1,1,0,1,262.94
1,1,0,1,1,0,1,0,0,1,1,249.68
1,1,0,0,1,1,0,1,0,1,1,235.57
1,0,0,0,0,0,1,1,0,0,0,202.39
1,0,0,0,1,0,1,0,1,0,0,201.55
1,1,1,1,0,1,1,1,1,0,0,249.57
1,1,1,1,0,1,1,0,0,1,1,264.16
1,0,0,1,1,0,1,1,0,0,0,211.59
1,0,0,0,1,0,1,1,1,1,1,219.87
1,1,1,1,0,0,1,1,1,0,0,254.14
1,1,0,0,0,1,0,1,0,1,1,231.89
1,0,1,0,0,0,1,0,0,0,0,222.43
1,1,1,1,0,0,1,0,1,1,0,249.81
1,1,1,1,1,1,1,1,1,0,1,252.45
1,0,0,1,0,0,1,0,1,1,1,265.38
1,1,1,1,1,1,1,1,1,1,1,253.67
1,1,1,0,1,1,0,0,0,1,1,249.37
1,0,1,0,1,0,1,0,1,1,1,235.37
1,0,1,0,1,1,0,0,0,1,1,233.33
1,0,0,1,0,1,1,0,1,1,1,265.40
1,0,0,1,1,0,1,0,1,1,0,213.85
1,1,0,1,1,1,1,0,1,0,0,242.46
1,1,0,0,0,0,1,0,1,1,1,232.18
1,0,0,1,0,1,1,1,0,1,1,261.90
1,0,1,1,1,0,1,1,0,0,1,250.37
1,1,1,1,0,0,1,1,0,0,1,268.58
1,0,1,0,1,1,0,1,0,1,0,221.86
1,0,1,0,1,1,0,0,0,0,0,233.28
1,1,1,0,1,1,1,0,1,1,0,246.16
1,1,0,1,0,1,0,1,0,1,0,232.96
1,1,0,1,0,0,0,1,0,0,0,238.62
1,1,0,0,0,0,1,0,1,1,1,235.12
1,1,1,0,1,1,1,0,1,0,1,252.28
1,1,0,1,0,0,0,1,0,1,0,235.17
1,0,1,1,0,1,0,1,0,1,1,246.65
1,0,1,0,1,1,0,0,0,1,0,218.12
1,0,1,1,0,1,0,1,0,0,1,252.93
1,0,1,1,0,0,1,1,0,1,1,247.43
1,1,1,0,1,1,1,0,1,0,0,241.23
1,1,0,1,0,0,0,0,0,0,1,240.35
1,1,1,0,0,0,1,0,1,1,1,250.87
1,0,0,1,1,0,1,1,0,1,1,260.82
1,1,1,1,1,1,0,1,0,1,0,248.81
1,0,1,1,0,1,0,0,0,1,0,226.13
1,0,1,1,1,1,1,0,1,0,1,249.74
1,1,0,0,1,1,0,1,0,1,0,223.98
1,0,1,0,0,0,0,1,0,1,0,220.40
1,1,0,0,1,0,1,0,1,1,0,226.13
1,0,1,1,1,0,1,1,1,1,1,251.25
1,1,0,1,1,0,1,0,1,1,0,234.55
1,0,1,1,1,1,1,1,1,1,1,248.58
1,0,0,0,0,0,1,0,1,1,0,202.23
1,1,1,0,0,1,1,0,0,1,0,240.34
1,1,1,1,0,0,0,0,0,1,1,258.56
1,0,1,1,0,1,1,0,1,1,1,251.30
1,1,1,1,0,1,1,0,1,1,1,268.80
1,0,0,0,1,1,0,1,0,1,1,215.18
1,0,1,1,1,1,0,1,0,1,0,227.29
1,1,1,0,1,0,1,0,0,1,0,242.87
1,1,1,1,1,1,1,0,1,0,0,253.65
1,1,0,1,0,0,0,1,0,1,1,247.63
1,0,1,1,1,0,1,1,1,1,0,231.69
1,1,1,0,0,0,1,1,1,0,0,236.89
1,0,0,0,1,1,1,1,1,1,0,206.23
1,0,0,0,0,0,1,1,1,1,0,205.99
1,0,1,0,1,1,1,0,0,0,0,232.66
1,0,1,0,0,0,1,1,1,0,0,217.29
1,1,0,0,0,0,0,1,0,0,1,236.21
1,1,1,0,0,1,1,0,1,0,0,245.20
1,0,1,0,1,1,0,1,0,0,1,234.63
1,0,1,0,0,1,1,0,1,0,1,232.64
1,0,1,0,1,1,1,0,1,1,1,235.78
1,1,1,0,1,0,1,1,1,0,1,252.81
1,1,1,1,0,0,1,0,0,1,0,247.77
1,1,0,0,0,0,1,0,1,0,0,224.43
1,0,1,1,1,1,1,1,1,0,1,267.17
1,0,0,1,0,1,0,1,0,0,1,263.58
1,1,1,0,1,0,1,1,0,1,1,249.41
1,0,0,1,1,0,1,0,1,1,1,261.84
1,0,0,0,0,0,0,0,0,1,1,212.45
1,0,1,1,1,1,0,0,0,0,1,269.38
1,0,0,1,1,1,1,0,1,0,0,213.97
1,1,1,0,0,0,1,0,1,0,1,251.71
1,1,1,0,1,1,1,1,1,0,1,250.53
1,0,0,1,1,0,1,1,1,0,0,214.15
1,1,1,1,1,1,1,0,1,1,1,269.47
1,0,0,0,1,1,1,0,0,0,1,218.96
1,0,1,1,0,1,1,1,0,0,0,229.12
1,1,1,1,0,0,1,0,0,1,1,261.90
1,1,1,0,1,1,0,1,0,1,1,248.90
1,0,0,1,0,1,1,0,1,0,1,261.77
1,1,1,0,1,0,1,1,1,1,1,254.42
1,1,0,0,1,0,0,0,0,1,1,230.79
1,1,0,1,1,1,0,0,0,1,0,233.74
1,1,0,0,1,0,1,1,1,0,1,231.44
1,0,1,1,0,1,1,0,1,1,0,230.77
1,1,1,0,1,1,1,1,1,0,0,241.83
1,1,1,0,0,1,0,0,0,0,0,246.76
1,1,1,1,0,0,1,1,0,1,1,260.17
1,1,0,0,1,0,1,0,1,0,1,235.21
1,0,1,1,0,0,1,1,1,0,1,250.12
1,0,1,0,1,0,1,1,1,1,0,223.42
1,0,1,1,1,1,1,1,0,1,0,229.55
1,1,1,0,0,1,1,0,1,1,1,251.16
1,0,0,0,1,0,1,1,1,1,1,215.27
1,0,1,1,1,1,1,0,1,1,1,249.60
1,1,1,0,1,0,0,0,0,0,1,254.34
1,1,0,1,1,1,1,0,1,1,1,255.42
1,1,0,0,0,0,1,0,1,1,0,226.57
1,1,1,0,0,1,0,0,0,0,1,255.21
1,1,0,1,0,1,1,1,1,1,1,252.75
1,1,1,1,1,0,1,1,1,0,1,266.93
1,1,1,0,0,0,0,0,0,0,1,238.23
1,1,0,1,1,1,1,0,1,0,1,249.62
1,1,0,1,0,1,1,1,1,1,1,254.59
1,1,1,1,0,0,1,1,1,0,0,245.32
1,1,0,0,0,0,1,1,1,1,0,229.79
1,0,0,1,1,0,1,0,0,0,0,214.34
1,1,0,1,0,0,1,0,0,1,0,232.86
1,1,0,0,1,0,0,1,0,0,0,228.94
1,1,1,1,1,0,1,0,1,0,1,266.11
1,1,1,0,0,1,1,0,1,0,1,253.74
1,0,1,1,1,0,0,1,0,1,1,249.53
1,1,0,1,1,1,1,1,1,0,1,249.47
1,0,0,1,0,0,1,0,1,1,0,211.39
1,0,1,1,1,1,1,1,1,0,0,229.68
1,1,0,0,0,1,1,0,0,1,0,227.18
1,0,1,1,1,0,1,0,1,0,1,248.19
1,0,1,1,1,1,1,0,1,1,0,231.33
1,1,1,0,1,1,0,0,0,1,0,239.56
1,1,0,0,0,1,0,1,0,0,0,231.34
1,1,0,1,1,1,1,0,1,1,1,250.23
1,0,1,1,1,0,0,0,0,1,1,245.79
1,0,1,1,0,0,1,1,1,1,1,246.32
1,1,0,1,0,0,1,0,1,1,0,233.67
1,1,1,0,0,0,0,1,0,0,0,242.92
1,0,1,0,0,1,0,0,0,1,1,231.62
1,1,0,1,0,0,1,0,1,1,0,237.44
1,0,1,1,0,1,1,0,0,1,1,251.20
1,1,0,1,1,0,1,1,0,1,1,247.13
1,1,0,1,1,1,1,1,0,1,1,248.74
1,1,0,0,1,1,1,1,1,0,0,226.87
1,1,0,1,1,1,1,1,1,1,1,241.23
1,1,1,0,0,0,0,0,0,1,0,234.87
1,0,0,0,1,0,1,0,0,1,0,201.70
1,0,1,1,1,1,0,0,0,0,0,223.77
1,0,0,1,1,0,0,1,0,1,0,209.84
1,1,1,0,1,0,1,1,1,1,0,242.86
1,0,0,0,0,1,0,1,0,1,0,201.47
1,0,1,1,1,1,1,0,1,1,0,230.82
1,0,1,0,1,0,0,0,0,0,0,234.80
1,1,1,1,1,1,1,0,1,0,1,263.59
1,1,0,0,0,0,1,1,1,1,1,234.10
1,0,1,0,1,0,0,1,0,1,1,234.61
1,1,0,1,1,0,1,0,1,0,0,239.79
1,0,0,0,0,1,1,0,1,1,0,203.98
1,0,0,0,0,0,0,1,0,1,0,203.18
1,0,0,1,0,1,1,1,0,0,0,218.23
1,0,0,0,0,0,0,0,0,0,1,258.83
1,0,1,0,1,0,1,1,1,0,1,235.79
1,0,1,0,1,0,1,0,1,1,0,219.75
1,0,0,0,1,1,1,1,1,0,1,217.40
1,1,0,1,0,0,0,0,0,0,0,248.17
1,0,1,1,0,1,1,0,0,0,0,231.39
1,0,0,1,0,1,0,1,0,1,0,215.10
1,1,0,1,0,1,0,0,0,1,0,232.33
1,1,0,0,1,1,1,0,1,0,0,227.91
1,1,1,1,0,0,1,0,1,1,0,247.50
1,0,0,0,1,0,1,1,0,0,1,219.83
1,0,0,0,1,0,1,1,1,0,1,214.00
1,0,0,0,0,1,1,0,1,1,0,203.53
1,1,1,1,1,1,1,0,0,1,0,253.10
1,1,0,1,1,1,1,0,1,1,0,236.95
1,1,1,1,1,0,1,1,1,0,0,250.49
1,0,0,1,0,1,1,1,1,0,1,263.57
1,0,1,0,1,1,0,0,0,0,1,235.91
1,1,0,0,0,1,1,1,1,1,1,238.82
1,1,1,0,1,0,1,0,1,0,0,239.93
1,0,1,0,1,0,1,1,0,0,1,237.41
1,1,1,0,1,0,1,1,1,1,0,245.22
1,1,1,1,1,0,0,1,0,1,1,259.26
1,0,1,0,1,1,1,0,1,0,0,220.37
1,1,0,1,0,0,1,0,0,1,1,246.38
1,0,1,0,1,0,1,0,1,0,1,234.47
1,0,1,0,0,1,1,1,1,1,0,223.29
1,1,1,0,0,1,1,1,1,0,1,253.57
1,0,0,1,1,1,0,1,0,0,0,212.71
1,1,1,0,0,0,1,1,1,1,1,253.51
1,1,1,1,0,1,0,1,0,0,1,266.45
1,1,0,0,1,1,0,0,0,1,1,232.22
1,1,1,1,0,1,1,1,0,1,1,261.68
1,1,0,0,1,1,0,0,0,0,1,255.64
1,0,1,0,1,0,1,1,1,1,1,232.98
1,1,0,0,1,0,1,0,0,1,0,223.34
1,1,1,1,0,1,1,0,1,1,0,250.68
1,1,1,0,0,1,0,0,0,1,0,238.73
1,1,0,1,0,0,1,1,1,0,1,243.81
1,1,1,0,1,0,1,1,1,0,0,244.26
1,1,0,0,0,0,1,1,0,0,0,226.50
1,1,1,1,0,0,1,1,1,0,1,258.23
1,1,1,1,1,1,0,0,0,1,0,248.54
1,1,0,0,0,1,1,1,0,0,0,227.44
1,0,0,0,0,1,1,0,1,0,1,215.19
1,0,1,1,1,0,1,1,1,0,0,229.95
1,1,0,0,1,1,1,0,1,0,1,236.64
1,1,0,1,0,1,1,0,0,0,0,240.23
1,1,0,1,1,1,1,1,1,1,0,254.24
1,0,1,1,1,1,1,1,0,0,0,222.63
1,0,0,1,0,0,1,1,1,1,0,215.88
1,0,0,1,1,1,1,0,1,1,0,215.37
1,0,0,0,0,1,1,1,1,1,1,218.59
1,0,1,0,0,0,1,1,1,0,1,235.16
1,0,1,0,0,0,1,0,1,0,0,218.82
1,0,1,1,0,0,1,0,0,0,1,250.16
1,1,0,0,0,0,1,1,0,0,1,234.70
1,0,1,0,0,1,1,1,0,1,0,220.21
1,1,0,0,0,0,0,0,0,1,1,228.30
1,0,0,0,0,0,1,0,1,0,0,201.15
1,0,0,1,1,1,1,1,1,1,1,264.40
1,0,1,0,0,1,1,0,1,1,0,221.73
1,1,1,0,1,1,1,0,1,1,0,242.74
1,0,0,0,1,0,0,0,0,0,0,208.47
1,1,1,0,1,0,0,1,0,0,1,254.47
1,0,1,1,0,0,1,0,0,1,0,226.88
1,1,1,1,1,1,0,1,0,0,1,267.59
1,0,1,1,1,1,1,0,1,0,0,229.21
1,0,1,1,1,0,1,0,1,1,1,251.52
1,1,1,0,0,1,1,1,0,0,0,247.28
1,0,0,1,1,0,1,0,1,1,0,212.93
1,0,0,1,0,0,1,0,1,0,0,209.70
1,1,1,0,1,0,1,0,1,1,1,253.49
1,0,1,0,1,1,1,1,1,0,1,236.31
1,0,0,0,0,0,1,1,0,0,1,215.13
1,0,0,0,1,1,1,1,0,0,0,204.51
1,1,0,1,0,1,1,0,1,0,1,250.26
1,1,0,1,0,1,0,1,0,1,1,245.56
1,1,0,1,0,1,1,1,1,1,0,241.57
1,1,1,1,1,1,1,1,1,1,1,267.51
1,0,1,1,0,0,1,1,0,0,1,249.79
1,1,1,0,1,1,1,1,1,0,0,243.44
1,1,1,0,0,0,1,1,0,0,0,242.79
1,0,1,1,0,1,1,0,1,1,0,230.47
1,1,0,1,0,1,1,0,1,1,1,249.30
1,0,0,1,1,0,0,1,0,0,0,216.84
1,0,1,0,0,1,1,0,0,1,0,222.19
1,1,1,1,1,0,0,0,0,1,1,260.17
1,1,0,1,1,0,0,1,0,1,0,235.97
1,1,1,0,0,0,0,1,0,0,1,252.18
1,1,1,0,1,1,1,1,0,1,1,250.48
1,0,0,0,0,1,1,0,0,1,1,218.30
1,1,0,0,0,1,0,0,0,1,0,222.24
1,1,1,1,0,1,1,1,1,0,0,251.00
1,0,1,0,1,0,1,0,0,0,0,222.82
1,0,0,1,0,1,1,0,1,1,0,215.94
1,1,1,0,1,1,1,0,0,0,1,254.50
1,0,0,1,1,1,0,1,0,1,1,260.77
1,0,0,0,1,0,1,1,1,0,0,205.74
1,0,1,1,1,0,1,0,0,0,0,230.80
1,0,0,1,1,1,1,0,1,0,0,213.41
1,1,0,0,0,0,1,0,0,1,0,221.25
1,0,0,0,1,1,0,1,0,1,0,201.97
1,0,0,0,0,1,1,1,1,1,0,206.43
1,1,1,0,1,0,1,1,0,0,0,242.56
1,0,0,1,0,1,1,0,0,1,0,212.44
1,0,1,0,0,0,1,0,1,1,0,222.87
1,1,0,0,0,1,1,1,0,1,1,233.79
1,1,0,0,1,1,1,0,0,0,1,255.12
1,1,1,1,0,1,0,1,0,0,0,253.26
1,1,1,1,1,1,0,1,0,1,1,260.69
1,1,0,0,1,0,1,1,1,1,0,228.72
1,1,0,1,1,0,1,1,1,1,1,251.25
1,1,1,0,0,0,1,1,1,0,1,250.50
1,0,1,0,0,0,0,1,0,0,0,221.38
1,1,0,1,0,0,1,0,1,0,0,238.25
1,0,0,0,0,1,1,0,0,0,0,205.21
1,1,1,1,0,1,0,1,0,1,1,259.76
1,0,1,1,0,0,1,0,0,1,1,247.25
1,0,1,0,1,1,1,1,0,0,1,234.75
1,0,0,0,0,1,1,1,1,0,1,217.65
1,1,1,1,1,0,1,1,0,0,0,252.60
1,1,0,1,0,1,1,0,1,0,1,248.60
1,1,0,0,1,0,0,0,0,1,0,221.61
1,1,0,0,1,0,1,1,1,0,0,230.13
1,0,0,0,0,1,1,1,0,1,1,216.27
1,0,0,0,1,0,1,1,0,0,0,207.89
1,0,1,1,1,0,1,1,0,1,1,248.30
1,0,1,0,0,0,0,0,0,1,1,230.74
1,0,1,0,1,0,1,0,0,1,0,218.73
1,1,0,0,0,0,1,0,1,0,0,227.78
1,1,0,1,0,1,0,0,0,0,1,252.21
1,0,0,0,1,0,1,0,1,0,1,213.86
1,1,0,1,1,0,0,1,0,0,1,254.39
1,1,0,1,0,0,1,1,1,0,0,235.97
1,1,1,1,1,0,1,0,1,1,0,249.39
1,0,0,0,0,0,1,0,1,0,1,216.22
1,1,0,1,1,0,0,0,0,0,0,257.51
1,1,0,1,0,0,0,0,0,1,1,243.93
1,1,0,1,1,1,1,1,0,1,0,236.89
1,0,0,1,0,0,0,0,0,0,0,208.92
1,1,1,1,1,0,1,0,0,1,1,263.79
1,0,0,1,1,0,1,1,1,0,0,214.31
1,1,0,1,0,1,1,1,0,1,1,248.63
1,1,1,1,1,1,1,1,1,1,0,245.34
1,0,1,0,0,0,0,0,0,0,1,257.33
1,0,1,1,0,1,1,1,1,1,0,232.52
1,0,1,0,1,1,1,0,1,0,1,234.13
1,1,0,0,1,1,1,0,1,1,1,236.38
1,0,1,0,0,0,1,0,0,1,1,232.22
1,1,0,1,1,0,0,0,0,1,1,245.21
1,1,0,1,1,0,0,1,0,1,1,244.85
1,1,1,1,0,1,1,1,1,0,1,261.85
1,0,1,0,1,0,1,1,1,1,0,219.91
1,1,1,0,1,1,1,0,1,0,1,250.60
1,0,0,1,0,1,0,0,0,1,0,209.58
1,0,0,0,1,0,0,1,0,1,1,217.19
1,0,1,1,1,1,1,1,1,0,0,223.52
1,0,1,1,1,0,1,1,0,1,0,227.99
1,0,0,0,0,0,1,0,1,1,1,218.43
1,1,1,1,1,0,1,0,1,1,1,261.69
1,0,1,1,0,0,1,1,1,0,0,224.99
1,1,1,0,1,1,1,1,0,0,1,252.87
1,0,0,0,1,0,1,0,0,1,1,214.89
1,1,1,1,0,1,0,0,0,0,0,253.96
1,0,1,0,1,0,1,0,1,1,0,222.37
1,0,0,0,0,0,1,1,1,0,0,199.95
1,1,1,1,0,0,1,0,1,0,1,267.43
1,0,1,1,1,1,1,1,1,1,0,225.16
1,1,1,1,1,1,1,0,1,1,1,263.82
1,0,0,0,1,0,1,1,0,1,0,202.68
1,1,1,0,0,1,1,0,0,0,0,246.48
1,1,1,0,1,0,0,1,0,0,0,246.27
1,1,1,1,1,1,1,1,1,0,0,240.54
1,0,0,1,1,1,0,1,0,1,0,211.48
1,0,1,0,1,0,1,0,1,0,1,232.47
1,0,0,0,1,0,0,1,0,0,0,204.69
1,0,0,0,0,1,1,0,1,1,1,216.72
1,1,0,1,1,0,1,1,0,1,0,235.30
1,0,1,1,0,0,1,0,1,1,0,227.40
1,1,0,0,1,1,0,0,0,0,0,229.86
1,1,1,1,1,0,0,0,0,0,0,243.78
1,0,0,0,1,1,1,0,1,0,0,202.81
1,1,0,0,0,0,1,1,1,0,0,225.50
1,1,1,0,1,0,1,0,0,0,0,244.49
1,1,0,0,0,0,1,1,1,0,1,234.53
1,0,1,1,1,1,1,1,0,1,1,249.36
